customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
13749,2017-02-01,12 Months,7.07,Bengaluru
13751,2018-06-01,30 Days,9.79,Aurangabad
13752,2017-01-01,6 Month,2.8,Delhi
13753,2018-06-01,6 Month,6.48,Gandhinagar
13754,2018-11-01,12 Months,8.24,Chandigarh
13756,2018-06-01,12 Months,6.99,Chennai
13757,2018-09-01,12 Months,1.77,Gandhinagar
13760,2017-02-01,12 Months,13.98,Mumbai
13762,2017-10-01,90 Days,2.94,Delhi
13763,2018-01-01,60 Days,8.39,Shillong
13765,2017-06-01,60 Days,11.19,Bhopal
13767,2017-09-01,60 Days,2.94,Chandigarh
13768,2018-11-01,12 Months,4.71,Pune
13770,2017-05-01,90 Days,6.99,Pune
13771,2018-06-01,60 Days,6.99,Aurangabad
13773,2018-10-01,24 Months and more,9.79,Jaipur
13774,2018-12-01,90 Days,4.12,Chandigarh
13775,2017-11-01,90 Days,8.39,Delhi
13776,2017-05-01,6 Month,12.59,Nasik
13779,2017-11-01,90 Days,1.18,Chennai
13780,2018-10-01,24 Months and more,6.99,Aurangabad
13781,2017-01-01,30 Days,0.59,Srinagar
13782,2017-11-01,90 Days,9.79,Gandhinagar
13784,2017-09-01,24 Months and more,1.4,Mumbai
13785,2018-04-01,12 Months,3.53,Ranchi
13786,2017-01-01,90 Days,1.4,Pune
13787,2017-09-01,6 Month,8.39,Bengaluru
13788,2018-05-01,12 Months,1.77,Ranchi
13789,2017-05-01,30 Days,4.12,Aurangabad
13792,2018-07-01,12 Months,1.18,Pune
13794,2017-05-01,12 Months,0.59,Mumbai
13796,2018-11-01,24 Months and more,5.3,Pune
13798,2018-05-01,6 Month,1.4,Delhi
13799,2017-12-01,30 Days,7.07,Bhopal
13800,2018-03-01,12 Months,7.07,Bengaluru
13803,2018-09-01,6 Month,1.77,Nagpur
13804,2017-11-01,90 Days,2.94,Shillong
13807,2017-12-01,6 Month,1.18,Gandhinagar
13808,2017-10-01,6 Month,5.3,Pune
13809,2017-08-01,90 Days,5.59,Aurangabad
13810,2018-11-01,30 Days,2.94,Gandhinagar
13812,2017-05-01,24 Months and more,2.8,Jaipur
13813,2018-03-01,90 Days,4.2,Jaipur
13814,2018-01-01,30 Days,12.59,Bhopal
13816,2018-03-01,30 Days,2.94,Bengaluru
13817,2017-12-01,60 Days,1.77,Ranchi
13818,2017-05-01,24 Months and more,1.18,Chandigarh
13820,2018-02-01,12 Months,6.48,Srinagar
13821,2018-07-01,60 Days,1.18,Chandigarh
13822,2017-08-01,90 Days,10.6,Shillong
13823,2017-07-01,12 Months,2.36,Srinagar
13825,2017-03-01,12 Months,13.98,Nasik
13826,2018-08-01,12 Months,5.89,Ranchi
13827,2018-06-01,6 Month,2.36,Aurangabad
13828,2018-03-01,60 Days,6.99,Chennai
13829,2017-06-01,24 Months and more,6.48,Shillong
13832,2018-03-01,12 Months,13.98,Nasik
13833,2017-11-01,60 Days,0.59,Pune
13834,2018-01-01,12 Months,3.53,Delhi
13835,2018-03-01,60 Days,11.19,Aurangabad
13836,2017-08-01,12 Months,16.78,Ranchi
13837,2017-12-01,30 Days,4.2,Jaipur
13838,2017-01-01,30 Days,7.07,Bengaluru
13839,2018-12-01,60 Days,0.59,Delhi
13840,2017-10-01,90 Days,1.77,Nasik
13841,2018-03-01,6 Month,4.71,Nasik
13844,2018-06-01,6 Month,2.36,Bhopal
13845,2017-12-01,90 Days,5.59,Bengaluru
13846,2017-11-01,30 Days,3.53,Srinagar
13847,2017-07-01,24 Months and more,1.77,Gandhinagar
13849,2018-01-01,90 Days,7.07,Delhi
13850,2018-07-01,12 Months,2.8,Jaipur
13852,2018-02-01,30 Days,6.48,Bhopal
13855,2018-11-01,6 Month,4.71,Chandigarh
13856,2017-01-01,6 Month,3.53,Chandigarh
13859,2017-12-01,24 Months and more,6.99,Mumbai
13861,2018-09-01,24 Months and more,2.94,Bhopal
13862,2018-09-01,24 Months and more,7.07,Nasik
13864,2017-07-01,6 Month,9.79,Nagpur
13866,2018-02-01,30 Days,5.59,Nagpur
13867,2018-12-01,30 Days,4.71,Ranchi
13868,2018-11-01,6 Month,3.53,Srinagar
13869,2017-01-01,90 Days,2.8,Aurangabad
13870,2017-04-01,30 Days,15.38,Nasik
13871,2017-07-01,60 Days,1.18,Bhopal
13875,2018-09-01,90 Days,2.94,Aurangabad
13877,2018-07-01,30 Days,3.53,Jaipur
13879,2018-02-01,60 Days,4.12,Delhi
13880,2018-10-01,24 Months and more,2.94,Srinagar
13881,2018-10-01,90 Days,11.78,Pune
13883,2017-09-01,24 Months and more,5.89,Aurangabad
13884,2017-10-01,90 Days,4.12,Jaipur
13885,2018-08-01,12 Months,6.48,Jaipur
13886,2017-09-01,90 Days,2.94,Bhopal
13887,2017-06-01,6 Month,13.98,Shillong
13888,2017-05-01,12 Months,1.18,Gandhinagar
13890,2017-09-01,24 Months and more,4.71,Pune
13894,2018-04-01,12 Months,4.71,Bengaluru
13895,2018-05-01,12 Months,8.39,Aurangabad
13897,2018-01-01,12 Months,15.38,Nagpur
13898,2017-03-01,6 Month,3.53,Nasik
13901,2018-07-01,30 Days,11.19,Chennai
13903,2018-09-01,24 Months and more,2.36,Aurangabad
13904,2018-02-01,24 Months and more,3.53,Aurangabad
13906,2018-05-01,24 Months and more,2.94,Chandigarh
13909,2018-03-01,60 Days,12.95,Delhi
13910,2017-04-01,30 Days,7.07,Shillong
13912,2018-01-01,90 Days,13.98,Jaipur
13914,2018-01-01,24 Months and more,3.53,Mumbai
13915,2017-11-01,12 Months,4.71,Gandhinagar
13917,2018-12-01,12 Months,3.53,Ranchi
13918,2017-06-01,6 Month,1.77,Chennai
13925,2017-03-01,24 Months and more,3.53,Nagpur
13927,2018-04-01,12 Months,1.4,Pune
13929,2017-03-01,60 Days,9.79,Pune
13930,2017-01-01,90 Days,1.77,Srinagar
13931,2018-04-01,12 Months,9.79,Chennai
13932,2017-03-01,30 Days,2.8,Shillong
13933,2017-04-01,6 Month,12.59,Ranchi
13936,2018-01-01,90 Days,4.71,Jaipur
13938,2017-05-01,60 Days,4.12,Gandhinagar
13939,2018-06-01,24 Months and more,7.07,Chandigarh
13940,2018-10-01,6 Month,4.71,Nasik
13942,2017-11-01,60 Days,4.12,Srinagar
13943,2017-02-01,24 Months and more,13.98,Nasik
13946,2018-10-01,90 Days,1.77,Chennai
13947,2018-03-01,90 Days,5.3,Ranchi
13948,2018-02-01,24 Months and more,9.79,Delhi
13950,2017-04-01,30 Days,2.36,Gandhinagar
13951,2017-09-01,90 Days,4.2,Chennai
13953,2017-04-01,90 Days,13.98,Ranchi
13954,2018-12-01,60 Days,1.18,Mumbai
13955,2018-08-01,12 Months,11.19,Nasik
13957,2017-05-01,6 Month,2.36,Srinagar
13958,2017-06-01,30 Days,16.78,Srinagar
13959,2017-08-01,90 Days,3.53,Mumbai
13961,2018-05-01,6 Month,11.19,Delhi
13962,2018-05-01,24 Months and more,4.12,Delhi
13963,2017-11-01,30 Days,5.59,Srinagar
13964,2017-06-01,60 Days,6.48,Shillong
13965,2018-09-01,24 Months and more,12.59,Aurangabad
13966,2018-10-01,60 Days,12.59,Chennai
13967,2017-05-01,24 Months and more,8.39,Ranchi
13968,2017-12-01,30 Days,0.59,Bhopal
13970,2018-07-01,90 Days,13.98,Ranchi
13971,2017-02-01,30 Days,6.99,Gandhinagar
13972,2018-12-01,30 Days,5.3,Bhopal
13973,2017-05-01,12 Months,5.59,Nagpur
13974,2018-06-01,30 Days,4.71,Nagpur
13975,2017-01-01,6 Month,6.48,Mumbai
13976,2017-06-01,12 Months,6.99,Bhopal
13977,2017-06-01,90 Days,1.77,Aurangabad
13980,2018-09-01,90 Days,2.94,Pune
13981,2017-11-01,30 Days,2.8,Mumbai
13982,2018-08-01,30 Days,3.53,Srinagar
13983,2018-01-01,60 Days,7.07,Shillong
13986,2017-08-01,12 Months,5.59,Chandigarh
13988,2017-04-01,6 Month,4.71,Chennai
13989,2018-11-01,60 Days,5.3,Aurangabad
13990,2017-06-01,30 Days,2.36,Pune
13992,2018-12-01,12 Months,0.59,Aurangabad
13993,2017-05-01,60 Days,7.07,Gandhinagar
13995,2018-11-01,6 Month,3.53,Chandigarh
13996,2017-10-01,60 Days,1.4,Mumbai
13998,2017-05-01,60 Days,2.94,Pune
14000,2017-10-01,30 Days,0.59,Nasik
14001,2017-08-01,60 Days,6.48,Ranchi
14002,2018-09-01,60 Days,7.07,Bhopal
14004,2017-05-01,12 Months,5.3,Gandhinagar
14010,2018-07-01,24 Months and more,1.18,Srinagar
14011,2017-10-01,24 Months and more,1.18,Ranchi
14012,2017-07-01,6 Month,16.78,Ranchi
14013,2018-05-01,24 Months and more,8.39,Jaipur
14014,2018-03-01,60 Days,12.59,Bengaluru
14018,2018-09-01,24 Months and more,8.39,Delhi
14020,2017-09-01,60 Days,9.79,Nasik
14021,2018-03-01,60 Days,9.42,Srinagar
14022,2017-08-01,90 Days,2.94,Aurangabad
14024,2017-04-01,90 Days,5.59,Nagpur
14025,2018-10-01,30 Days,5.3,Nagpur
14026,2018-07-01,24 Months and more,4.2,Pune
14028,2017-11-01,30 Days,2.94,Chennai
14029,2017-03-01,90 Days,16.78,Ranchi
14031,2017-11-01,90 Days,15.38,Aurangabad
14033,2017-01-01,30 Days,1.4,Nasik
14036,2017-09-01,30 Days,5.3,Chandigarh
14038,2017-06-01,30 Days,1.4,Ranchi
14039,2018-09-01,12 Months,4.2,Pune
14040,2018-12-01,24 Months and more,1.77,Aurangabad
14041,2017-08-01,90 Days,10.6,Nagpur
14044,2018-08-01,24 Months and more,10.6,Bhopal
14045,2017-11-01,24 Months and more,4.2,Bhopal
14047,2018-04-01,24 Months and more,3.53,Nagpur
14048,2017-10-01,30 Days,2.94,Chandigarh
14049,2018-11-01,6 Month,4.2,Aurangabad
14050,2017-06-01,6 Month,11.19,Bengaluru
14051,2017-07-01,24 Months and more,7.07,Srinagar
14052,2018-06-01,6 Month,2.8,Nagpur
14054,2017-01-01,30 Days,7.07,Chandigarh
14055,2017-12-01,24 Months and more,8.39,Nasik
14057,2018-04-01,6 Month,1.77,Mumbai
14058,2018-05-01,30 Days,8.39,Srinagar
14061,2018-08-01,60 Days,6.48,Srinagar
14062,2017-03-01,60 Days,2.94,Bhopal
14063,2017-09-01,60 Days,2.36,Srinagar
14064,2018-05-01,24 Months and more,4.71,Chennai
14066,2017-04-01,12 Months,2.36,Jaipur
14067,2017-10-01,24 Months and more,2.36,Srinagar
14068,2018-04-01,30 Days,8.39,Mumbai
14069,2017-05-01,24 Months and more,11.19,Nasik
14073,2017-08-01,90 Days,12.59,Nagpur
14074,2018-01-01,6 Month,5.89,Bengaluru
14077,2017-03-01,24 Months and more,4.71,Pune
14078,2017-12-01,60 Days,5.3,Mumbai
14079,2017-11-01,90 Days,5.89,Nasik
14080,2017-08-01,90 Days,8.39,Srinagar
14081,2018-11-01,6 Month,4.71,Shillong
14082,2018-01-01,12 Months,0.59,Ranchi
14083,2017-01-01,60 Days,5.3,Chennai
14084,2017-04-01,6 Month,5.59,Nagpur
14085,2018-04-01,12 Months,16.78,Mumbai
14087,2017-06-01,6 Month,6.99,Gandhinagar
14088,2017-02-01,90 Days,7.07,Nasik
14089,2018-02-01,6 Month,5.3,Ranchi
14090,2018-12-01,60 Days,4.71,Chandigarh
14091,2017-12-01,60 Days,1.77,Aurangabad
14092,2018-07-01,12 Months,4.71,Jaipur
14093,2018-04-01,90 Days,6.99,Nasik
14094,2017-05-01,90 Days,4.12,Bengaluru
14096,2017-02-01,24 Months and more,12.59,Bhopal
14097,2018-01-01,6 Month,2.36,Pune
14100,2018-02-01,12 Months,5.89,Nagpur
14101,2018-03-01,30 Days,2.8,Nasik
14102,2018-03-01,90 Days,4.12,Pune
14103,2018-07-01,6 Month,15.38,Ranchi
14104,2018-08-01,90 Days,2.36,Gandhinagar
14105,2017-07-01,30 Days,8.24,Chandigarh
14108,2017-01-01,30 Days,4.71,Srinagar
14110,2018-06-01,6 Month,16.78,Nagpur
14111,2017-04-01,60 Days,15.38,Shillong
14112,2017-06-01,6 Month,6.48,Ranchi
14114,2017-12-01,90 Days,1.18,Chandigarh
14116,2017-02-01,90 Days,11.19,Nasik
14117,2018-10-01,60 Days,3.53,Chennai
14118,2018-12-01,6 Month,4.12,Chandigarh
14119,2018-12-01,12 Months,5.89,Bengaluru
14120,2018-06-01,24 Months and more,5.59,Gandhinagar
14122,2018-03-01,30 Days,11.78,Bhopal
14123,2017-08-01,90 Days,2.94,Chennai
14125,2017-03-01,30 Days,1.77,Nasik
14128,2018-11-01,12 Months,2.94,Nagpur
14133,2017-12-01,6 Month,9.42,Gandhinagar
14134,2017-11-01,60 Days,3.53,Pune
14135,2017-08-01,60 Days,5.3,Bhopal
14136,2018-04-01,60 Days,11.19,Aurangabad
14137,2018-02-01,24 Months and more,13.98,Shillong
14139,2018-07-01,12 Months,11.19,Pune
14143,2017-10-01,12 Months,16.78,Srinagar
14144,2017-09-01,60 Days,12.59,Bhopal
14145,2017-11-01,90 Days,0.59,Delhi
14146,2018-12-01,6 Month,5.89,Nasik
14147,2017-10-01,6 Month,5.89,Pune
14148,2018-05-01,6 Month,12.59,Delhi
14150,2017-05-01,60 Days,4.12,Bengaluru
14151,2017-05-01,60 Days,12.95,Bengaluru
14153,2018-10-01,90 Days,13.98,Chennai
14154,2017-09-01,12 Months,16.78,Srinagar
14155,2018-05-01,24 Months and more,1.77,Bhopal
14156,2017-10-01,90 Days,11.19,Nasik
14158,2018-06-01,24 Months and more,11.19,Nagpur
14161,2017-06-01,24 Months and more,1.77,Ranchi
14163,2018-08-01,24 Months and more,6.99,Chandigarh
14164,2017-12-01,6 Month,1.77,Nagpur
14169,2018-09-01,24 Months and more,2.36,Bengaluru
14170,2018-07-01,12 Months,12.59,Aurangabad
14171,2018-06-01,30 Days,5.59,Aurangabad
14172,2018-03-01,24 Months and more,5.3,Nagpur
14173,2017-09-01,30 Days,1.77,Mumbai
14176,2017-09-01,60 Days,6.99,Nagpur
14177,2017-12-01,90 Days,4.12,Pune
14178,2017-06-01,12 Months,5.59,Nagpur
14181,2017-01-01,24 Months and more,6.99,Nasik
14182,2017-04-01,12 Months,12.59,Pune
14184,2017-07-01,12 Months,2.94,Jaipur
14185,2018-11-01,12 Months,1.77,Ranchi
14186,2018-11-01,60 Days,2.94,Aurangabad
14188,2018-09-01,24 Months and more,4.71,Nasik
14189,2017-04-01,24 Months and more,16.78,Shillong
14190,2018-06-01,6 Month,4.2,Jaipur
14191,2017-10-01,6 Month,8.39,Aurangabad
14193,2017-05-01,90 Days,2.8,Bhopal
14194,2017-04-01,30 Days,2.36,Shillong
14195,2018-09-01,30 Days,1.18,Chandigarh
14196,2018-08-01,24 Months and more,1.18,Nasik
14197,2018-11-01,24 Months and more,1.18,Mumbai
14198,2018-04-01,60 Days,0.59,Mumbai
14199,2018-04-01,12 Months,2.36,Nagpur
14200,2017-03-01,24 Months and more,5.3,Nagpur
14201,2018-08-01,6 Month,6.48,Aurangabad
14203,2017-01-01,30 Days,4.12,Nasik
14206,2017-08-01,6 Month,15.38,Shillong
14207,2017-05-01,60 Days,1.18,Aurangabad
14209,2017-08-01,60 Days,13.98,Bhopal
14213,2017-08-01,30 Days,4.71,Mumbai
14216,2018-03-01,24 Months and more,12.95,Delhi
14217,2018-11-01,6 Month,2.8,Ranchi
14218,2018-12-01,24 Months and more,5.3,Nasik
14220,2017-02-01,60 Days,1.77,Ranchi
14221,2017-11-01,6 Month,4.71,Chennai
14222,2017-09-01,12 Months,2.8,Bengaluru
14223,2017-10-01,60 Days,1.4,Delhi
14224,2017-10-01,30 Days,3.53,Nagpur
14225,2018-07-01,6 Month,1.77,Pune
14226,2018-05-01,90 Days,12.59,Bhopal
14227,2017-03-01,12 Months,14.13,Chandigarh
14229,2018-11-01,60 Days,13.98,Chennai
14231,2017-08-01,6 Month,12.95,Shillong
14232,2017-01-01,12 Months,11.78,Jaipur
14235,2018-08-01,24 Months and more,1.18,Pune
14238,2018-05-01,24 Months and more,5.3,Chennai
14239,2017-03-01,12 Months,2.36,Jaipur
14240,2018-01-01,60 Days,4.12,Jaipur
14241,2017-12-01,90 Days,0.59,Nasik
14243,2018-08-01,90 Days,12.95,Chandigarh
14244,2017-02-01,12 Months,1.4,Chennai
14245,2017-10-01,12 Months,13.98,Jaipur
14248,2017-10-01,90 Days,2.36,Pune
14249,2017-05-01,30 Days,5.89,Chennai
14251,2017-04-01,6 Month,2.8,Mumbai
14252,2017-02-01,12 Months,6.48,Mumbai
14255,2018-12-01,24 Months and more,15.38,Aurangabad
14256,2018-11-01,24 Months and more,6.48,Bengaluru
14257,2018-11-01,90 Days,8.39,Chennai
14258,2017-03-01,90 Days,1.18,Srinagar
14259,2018-10-01,12 Months,6.48,Chennai
14260,2018-07-01,30 Days,11.19,Delhi
14263,2017-04-01,6 Month,15.38,Aurangabad
14264,2018-08-01,30 Days,9.79,Ranchi
14266,2018-08-01,24 Months and more,12.59,Aurangabad
14267,2018-05-01,90 Days,2.36,Srinagar
14268,2017-11-01,12 Months,9.42,Chennai
14270,2017-09-01,30 Days,5.59,Srinagar
14271,2017-08-01,90 Days,6.99,Mumbai
14273,2017-11-01,60 Days,1.77,Jaipur
14274,2018-12-01,30 Days,6.48,Delhi
14276,2018-04-01,12 Months,5.89,Gandhinagar
14277,2018-12-01,6 Month,4.2,Chennai
14278,2018-08-01,24 Months and more,13.98,Jaipur
14279,2018-01-01,90 Days,9.79,Bhopal
14281,2017-10-01,12 Months,2.8,Aurangabad
14283,2017-03-01,24 Months and more,4.71,Shillong
14284,2018-02-01,12 Months,5.89,Shillong
14285,2017-02-01,60 Days,6.99,Ranchi
14286,2017-04-01,90 Days,15.38,Ranchi
14287,2017-09-01,30 Days,11.19,Chandigarh
14291,2017-06-01,30 Days,0.59,Ranchi
14292,2018-03-01,24 Months and more,3.53,Mumbai
14293,2018-09-01,6 Month,6.48,Bengaluru
14295,2017-04-01,90 Days,2.8,Nasik
14296,2018-12-01,60 Days,9.42,Bengaluru
14297,2017-09-01,90 Days,6.48,Nasik
14299,2018-09-01,30 Days,11.19,Ranchi
14301,2018-05-01,24 Months and more,6.48,Bhopal
14303,2018-09-01,12 Months,9.42,Chennai
14304,2018-09-01,90 Days,6.48,Chandigarh
14306,2018-06-01,30 Days,1.4,Srinagar
14308,2018-06-01,90 Days,7.07,Jaipur
14310,2017-11-01,60 Days,4.71,Gandhinagar
14311,2017-02-01,60 Days,11.19,Mumbai
14312,2018-09-01,90 Days,5.3,Ranchi
14314,2017-04-01,12 Months,4.2,Mumbai
14316,2018-02-01,12 Months,2.36,Ranchi
14318,2017-05-01,90 Days,11.19,Bhopal
14319,2017-10-01,90 Days,16.78,Srinagar
14320,2017-12-01,60 Days,7.07,Aurangabad
14321,2017-07-01,24 Months and more,7.07,Srinagar
14322,2017-04-01,6 Month,3.53,Ranchi
14323,2018-04-01,6 Month,2.36,Shillong
14324,2017-08-01,90 Days,3.53,Jaipur
14326,2018-03-01,6 Month,2.8,Aurangabad
14327,2018-11-01,12 Months,8.24,Jaipur
14329,2018-05-01,6 Month,2.36,Shillong
14330,2018-02-01,12 Months,5.3,Srinagar
14332,2017-06-01,60 Days,5.3,Nasik
14335,2018-09-01,90 Days,3.53,Pune
14336,2017-05-01,60 Days,2.94,Gandhinagar
14337,2018-01-01,60 Days,5.59,Bengaluru
14340,2017-11-01,6 Month,6.99,Ranchi
14341,2017-04-01,6 Month,5.59,Jaipur
14342,2017-06-01,90 Days,2.94,Bhopal
14344,2018-05-01,24 Months and more,6.48,Mumbai
14345,2018-07-01,90 Days,3.53,Ranchi
14346,2017-11-01,90 Days,12.59,Delhi
14347,2018-08-01,24 Months and more,1.77,Chennai
14348,2018-07-01,90 Days,6.99,Chandigarh
14350,2017-03-01,6 Month,3.53,Nagpur
14351,2018-08-01,90 Days,11.19,Srinagar
14353,2018-03-01,6 Month,13.98,Gandhinagar
14354,2018-03-01,30 Days,2.94,Mumbai
14355,2018-04-01,90 Days,4.2,Nasik
14356,2018-12-01,24 Months and more,0.59,Delhi
14357,2018-10-01,60 Days,2.36,Jaipur
14358,2018-09-01,30 Days,9.79,Nasik
14360,2017-12-01,6 Month,6.99,Mumbai
14361,2017-08-01,30 Days,7.07,Shillong
14362,2018-07-01,24 Months and more,2.36,Jaipur
14363,2018-02-01,60 Days,6.99,Nasik
14365,2017-09-01,12 Months,3.53,Ranchi
14366,2017-10-01,24 Months and more,16.78,Bengaluru
14367,2018-12-01,60 Days,13.98,Gandhinagar
14368,2018-12-01,12 Months,1.18,Ranchi
14369,2017-03-01,6 Month,12.59,Nasik
14371,2018-10-01,30 Days,16.78,Nagpur
14372,2018-05-01,90 Days,2.94,Srinagar
14373,2018-03-01,24 Months and more,14.13,Nagpur
14374,2018-05-01,24 Months and more,1.77,Jaipur
14375,2018-12-01,6 Month,14.13,Aurangabad
14376,2017-09-01,24 Months and more,6.48,Ranchi
14377,2018-03-01,12 Months,12.59,Pune
14379,2017-07-01,24 Months and more,4.12,Shillong
14382,2018-06-01,24 Months and more,7.07,Nagpur
14383,2017-02-01,90 Days,7.07,Delhi
14384,2017-09-01,30 Days,12.59,Pune
14389,2017-11-01,60 Days,6.48,Gandhinagar
14390,2017-11-01,30 Days,2.94,Mumbai
14391,2018-10-01,90 Days,1.77,Shillong
14392,2017-11-01,90 Days,4.2,Chennai
14393,2017-03-01,6 Month,13.98,Nasik
14394,2018-06-01,6 Month,2.36,Srinagar
14396,2017-11-01,24 Months and more,8.39,Ranchi
14397,2018-11-01,90 Days,4.12,Delhi
14398,2018-04-01,30 Days,5.3,Ranchi
14399,2018-11-01,30 Days,4.12,Bhopal
14402,2018-10-01,24 Months and more,4.2,Bengaluru
14404,2017-09-01,90 Days,16.78,Bhopal
14405,2017-04-01,6 Month,4.12,Gandhinagar
14407,2017-11-01,60 Days,4.71,Jaipur
14408,2017-05-01,30 Days,1.77,Mumbai
14411,2017-10-01,90 Days,6.99,Srinagar
14412,2017-07-01,12 Months,5.89,Aurangabad
14413,2018-09-01,12 Months,4.71,Aurangabad
14414,2018-10-01,24 Months and more,10.6,Mumbai
14415,2017-04-01,24 Months and more,2.8,Bhopal
14418,2018-08-01,12 Months,13.98,Delhi
14419,2018-07-01,12 Months,5.89,Srinagar
14421,2018-06-01,12 Months,8.39,Jaipur
14422,2018-03-01,90 Days,6.48,Mumbai
14423,2018-02-01,24 Months and more,1.4,Bengaluru
14425,2017-12-01,12 Months,3.53,Mumbai
14427,2017-05-01,6 Month,2.36,Nagpur
14428,2017-08-01,30 Days,5.89,Delhi
14429,2017-02-01,60 Days,2.94,Bengaluru
14432,2018-02-01,24 Months and more,7.07,Chandigarh
14433,2017-10-01,30 Days,1.4,Nagpur
14435,2017-07-01,90 Days,1.77,Nasik
14438,2017-09-01,30 Days,4.71,Bhopal
14440,2018-11-01,90 Days,2.36,Pune
14441,2018-03-01,24 Months and more,8.39,Pune
14442,2017-07-01,24 Months and more,7.07,Shillong
14443,2018-05-01,30 Days,6.48,Jaipur
14445,2017-10-01,6 Month,11.19,Chandigarh
14446,2017-02-01,60 Days,6.99,Chandigarh
14448,2018-03-01,24 Months and more,8.39,Jaipur
14449,2018-06-01,12 Months,3.53,Nagpur
14450,2018-11-01,30 Days,2.8,Jaipur
14451,2018-03-01,90 Days,6.48,Chennai
14453,2018-08-01,24 Months and more,2.8,Aurangabad
14454,2018-02-01,60 Days,12.59,Srinagar
14455,2018-06-01,24 Months and more,0.59,Gandhinagar
14456,2018-06-01,30 Days,1.18,Delhi
14457,2017-12-01,24 Months and more,4.71,Srinagar
14458,2018-01-01,6 Month,5.59,Delhi
14459,2017-05-01,12 Months,5.59,Bengaluru
14460,2017-06-01,6 Month,2.36,Ranchi
14464,2017-02-01,24 Months and more,4.71,Shillong
14465,2017-08-01,12 Months,5.3,Chennai
14466,2018-06-01,6 Month,3.53,Ranchi
14467,2017-12-01,12 Months,2.36,Chennai
14469,2018-09-01,24 Months and more,4.71,Nagpur
14470,2017-07-01,30 Days,1.18,Nasik
14472,2018-07-01,6 Month,5.3,Mumbai
14474,2017-04-01,6 Month,7.07,Srinagar
14475,2017-08-01,12 Months,4.2,Chennai
14476,2018-10-01,6 Month,5.89,Jaipur
14478,2017-06-01,60 Days,15.38,Nagpur
14481,2017-05-01,60 Days,16.78,Srinagar
14483,2017-05-01,90 Days,16.78,Aurangabad
14484,2017-09-01,30 Days,9.42,Gandhinagar
14487,2018-12-01,90 Days,5.89,Nagpur
14494,2017-06-01,90 Days,2.94,Chandigarh
14495,2018-06-01,24 Months and more,1.18,Nasik
14496,2017-01-01,30 Days,5.89,Jaipur
14498,2017-07-01,6 Month,11.78,Mumbai
14499,2017-04-01,30 Days,5.59,Nasik
14500,2018-02-01,24 Months and more,11.19,Ranchi
14501,2018-03-01,12 Months,11.19,Aurangabad
14502,2017-02-01,60 Days,6.99,Delhi
14503,2018-09-01,6 Month,6.48,Jaipur
14504,2017-07-01,24 Months and more,1.18,Nagpur
14506,2018-04-01,24 Months and more,1.18,Chennai
14507,2018-03-01,30 Days,2.36,Pune
14509,2017-01-01,90 Days,1.4,Shillong
14512,2018-12-01,90 Days,4.71,Ranchi
14513,2017-12-01,60 Days,12.59,Bengaluru
14514,2017-11-01,60 Days,1.18,Chandigarh
14515,2018-06-01,30 Days,3.53,Srinagar
14516,2017-12-01,6 Month,9.79,Srinagar
14517,2018-04-01,6 Month,10.6,Shillong
14518,2018-02-01,12 Months,2.36,Nasik
14520,2017-08-01,12 Months,5.89,Nagpur
14522,2018-08-01,90 Days,4.12,Bengaluru
14523,2018-10-01,6 Month,1.4,Pune
14525,2018-08-01,24 Months and more,8.39,Chandigarh
14526,2017-09-01,30 Days,15.38,Nasik
14527,2018-04-01,90 Days,8.39,Pune
14529,2017-07-01,90 Days,2.36,Shillong
14530,2017-08-01,6 Month,9.79,Srinagar
14535,2018-05-01,60 Days,4.12,Nagpur
14536,2018-08-01,24 Months and more,2.94,Delhi
14537,2017-03-01,90 Days,2.8,Mumbai
14539,2017-07-01,6 Month,5.89,Srinagar
14540,2018-03-01,60 Days,0.59,Delhi
14541,2018-06-01,30 Days,4.2,Nagpur
14542,2018-11-01,6 Month,4.12,Chandigarh
14544,2017-04-01,60 Days,13.98,Delhi
14547,2018-05-01,6 Month,5.59,Mumbai
14548,2018-09-01,6 Month,7.07,Bhopal
14550,2018-12-01,24 Months and more,1.18,Srinagar
14551,2018-08-01,24 Months and more,7.07,Nasik
14554,2018-01-01,30 Days,4.2,Mumbai
14556,2017-04-01,90 Days,7.07,Bhopal
14557,2017-04-01,90 Days,1.18,Jaipur
14558,2018-08-01,30 Days,9.79,Bengaluru
14559,2018-07-01,60 Days,7.07,Mumbai
